,fecha,precio,año_hecho,año_renovado,metros_cuadrados,pisos,habitaciones,baños,calle,codigo_zip,estado,ciudad
956,2019-08-14,270510,1979-01-01,1970-01-01 00:00:00.000002002,582.0,1.0,4.0,3.0,7301 SWINFORD RD,75228.0,TX,DALLAS
957,2019-06-18,450290,1979-01-01,1970-01-01 00:00:00.000002002,796.0,1.0,3.0,2.0,5718 PENROSE AVE,75206.0,TX,DALLAS
958,2019-07-18,698600,1979-01-01,1970-01-01 00:00:00.000002002,1131.0,2.0,4.0,3.0,10200 ELAM RD,75217.0,TX,DALLAS
959,2019-07-18,210910,1978-01-01,1970-01-01 00:00:00.000002002,475.0,1.0,2.0,2.0,10800 LEOTA DR,75217.0,TX,DALLAS
960,2019-07-09,648920,1978-01-01,1970-01-01 00:00:00.000002002,835.0,1.0,4.0,2.0,3100 LATIMER ST,75215.0,TX,DALLAS
961,2019-07-15,353260,1978-01-01,1970-01-01 00:00:00.000002002,469.0,2.0,2.0,1.0,700 FIVE MILE PKWY,75216.0,TX,DALLAS
962,2019-06-21,307780,1977-01-01,1970-01-01 00:00:00.000002002,646.0,1.0,3.0,2.0,1800 STEVENS FOREST DR,75208.0,TX,DALLAS
963,2019-07-15,337700,1977-01-01,1970-01-01 00:00:00.000002002,789.0,1.0,3.0,2.0,400 CALYX CIR,75216.0,TX,DALLAS
964,2019-07-29,370540,1977-01-01,1970-01-01 00:00:00.000002002,524.0,1.0,3.0,1.0,9701 PORTER AVE,75220.0,TX,DALLAS
965,2019-07-29,764280,1977-01-01,1970-01-01 00:00:00.000002002,872.0,1.0,4.0,3.0,3434 NOGALES DR,75220.0,TX,DALLAS
966,2019-07-30,1700800,1977-01-01,1970-01-01 00:00:00.000002002,1801.0,2.0,5.0,4.0,1201 MCKENZIE ST,75223.0,TX,DALLAS
967,2019-07-18,206400,1977-01-01,1970-01-01 00:00:00.000002002,442.0,1.0,3.0,1.0,1100 RAIN FOREST CT,75217.0,TX,DALLAS
968,2019-07-22,272520,1976-01-01,1970-01-01 00:00:00.000002002,515.0,1.0,2.0,2.0,9500 RYLIE CREST DR,75217.0,TX,DALLAS
969,2019-07-02,416400,1967-01-01,1970-01-01 00:00:00.000002002,668.0,1.0,3.0,2.0,6000 PLATA WAY,75211.0,TX,DALLAS
970,2019-08-06,428380,1967-01-01,1970-01-01 00:00:00.000002002,442.0,1.0,3.0,2.0,3801 ENOLA GAY AVE,75227.0,TX,DALLAS
971,2019-06-26,669980,1966-01-01,1970-01-01 00:00:00.000002002,786.0,1.0,4.0,3.0,1043.5 JUSTIN AVE,75211.0,TX,DALLAS
972,2019-07-31,566180,1966-01-01,1970-01-01 00:00:00.000002002,698.0,1.0,4.0,2.0,101 PELMAN ST,75224.0,TX,DALLAS
973,2019-07-22,825950,1965-01-01,1970-01-01 00:00:00.000002002,1173.0,2.0,7.0,4.0,105 TREGO CT,75217.0,TX,DALLAS
974,2019-06-24,363110,1963-01-01,1970-01-01 00:00:00.000002002,448.0,1.0,3.0,1.0,8800 LAKEMONT DR,75209.0,TX,DALLAS
975,2019-07-23,311020,1963-01-01,1970-01-01 00:00:00.000002002,841.0,1.0,4.0,3.0,9700 WOODWAY DR,75217.0,TX,DALLAS
976,2019-07-15,682120,1963-01-01,1970-01-01 00:00:00.000002002,561.0,1.0,3.0,2.0,6800 HIGHSPIRE DR,75217.0,TX,DALLAS
977,2019-07-24,241710,1963-01-01,1970-01-01 00:00:00.000002002,597.0,1.0,4.0,2.0,11500 STRAND ST,75218.0,TX,DALLAS
978,2019-06-18,581620,1962-01-01,1970-01-01 00:00:00.000002002,744.0,1.0,5.0,2.0,5200 LONGVIEW ST,75206.0,TX,DALLAS
979,2019-06-27,912180,1962-01-01,1970-01-01 00:00:00.000002002,1094.0,2.0,4.0,3.0,3500 MOUNT ROYAL ST,75211.0,TX,DALLAS
980,2019-06-17,850750,1962-01-01,1970-01-01 00:00:00.000002002,735.0,1.0,4.0,2.0,4301 EDMONDSON AVE,75205.0,TX,DALLAS
981,2019-08-14,253270,1962-01-01,1970-01-01 00:00:00.000002002,354.0,1.0,3.0,1.0,2501 PINEBLUFF DR,75228.0,TX,DALLAS
982,2019-07-31,371680,1962-01-01,1970-01-01 00:00:00.000002002,777.0,1.0,3.0,2.0,1 ABBOTSFORD CT,75225.0,TX,DALLAS
983,2019-07-10,395460,1962-01-01,1970-01-01 00:00:00.000002002,497.0,1.0,3.0,2.0,4901 WANDA ST,75215.0,TX,DALLAS
984,2019-07-21,379370,1961-01-01,1970-01-01 00:00:00.000002002,917.0,1.0,5.0,3.0,429 FORSYTHE DR,75217.0,TX,DALLAS
985,2019-07-23,554610,1961-01-01,1970-01-01 00:00:00.000002002,600.0,1.0,5.0,2.0,927 LOCAL VISTA DR,75217.0,TX,DALLAS
986,2019-06-10,542830,1961-01-01,1970-01-01 00:00:00.000002002,893.0,1.0,5.0,3.0,1801 LAWS ST,75202.0,TX,DALLAS
987,2019-06-10,757310,1961-01-01,1970-01-01 00:00:00.000002002,668.0,1.0,4.0,3.0,2100 AYLESPORT DR,75201.0,TX,DALLAS
988,2019-08-14,397490,1960-01-01,1970-01-01 00:00:00.000002002,677.0,1.0,4.0,3.0,10911 DENNIS RD,75229.0,TX,DALLAS
989,2019-07-10,240940,1960-01-01,1970-01-01 00:00:00.000002002,369.0,1.0,3.0,1.0,2801 PEARY AVE,75215.0,TX,DALLAS
990,2019-08-14,286030,1960-01-01,1970-01-01 00:00:00.000002002,497.0,1.0,3.0,2.0,12600 LYNDON B JOHNSON FWY,75228.0,TX,DALLAS
991,2019-07-04,174420,1960-01-01,1970-01-01 00:00:00.000002002,466.0,2.0,4.0,1.0,10400 CRESTOVER DR,75229.0,TX,DALLAS
992,2019-07-21,184320,1960-01-01,1970-01-01 00:00:00.000002002,399.0,1.0,3.0,2.0,7200 HADLEY DR,75217.0,TX,DALLAS
993,2019-06-26,375260,1960-01-01,1970-01-01 00:00:00.000002002,634.0,1.0,3.0,2.0,3628 PINE ST,75210.0,TX,DALLAS
994,2019-08-12,375860,1960-01-01,1970-01-01 00:00:00.000002002,515.0,2.0,4.0,2.0,2101 WINTHROP DR,75228.0,TX,DALLAS
995,2019-07-28,715600,1960-01-01,1970-01-01 00:00:00.000002002,826.0,1.0,4.0,3.0,9700 AUDUBON PL,75220.0,TX,DALLAS
996,2019-06-19,562420,1959-01-01,1970-01-01 00:00:00.000002002,588.0,1.0,3.0,2.0,1501 DRAGON ST,75207.0,TX,DALLAS
997,2019-08-08,370230,1959-01-01,1970-01-01 00:00:00.000002002,332.0,1.0,2.0,1.0,11201 DUMBARTON DR,75228.0,TX,DALLAS
998,2019-07-22,313260,1959-01-01,1970-01-01 00:00:00.000002002,594.0,2.0,4.0,2.0,300 CAMPUS DR,75217.0,TX,DALLAS
999,2019-06-12,405690,1959-01-01,1970-01-01 00:00:00.000002002,567.0,1.0,3.0,2.0,3500 ARROWHEAD DR,75204.0,TX,DALLAS
1000,2019-07-17,672540,1959-01-01,1970-01-01 00:00:00.000002002,646.0,1.0,3.0,3.0,2000 LEROY RD,75217.0,TX,DALLAS
1001,2019-06-12,315080,1959-01-01,1970-01-01 00:00:00.000002002,631.0,1.0,3.0,2.0,3811 KIEST BLVD,75203.0,TX,DALLAS
1002,2019-07-31,462120,1959-01-01,1970-01-01 00:00:00.000002002,820.0,1.0,4.0,3.0,2801 EISENHOWER DR,75224.0,TX,DALLAS
1003,2019-06-26,271280,1958-01-01,1970-01-01 00:00:00.000002002,463.0,1.0,3.0,2.0,4901 WELLINGTON ST,75210.0,TX,DALLAS
1004,2019-07-21,336380,1958-01-01,1970-01-01 00:00:00.000002002,674.0,1.0,3.0,2.0,7400 RIDGEWICK DR,75217.0,TX,DALLAS
1005,2019-07-09,1027200,1958-01-01,1970-01-01 00:00:00.000002002,841.0,1.0,3.0,2.0,2426 MEYERS ST,75215.0,TX,DALLAS
1006,2019-08-15,659000,1958-01-01,1970-01-01 00:00:00.000002002,759.0,1.0,3.0,2.0,3800 GOODFELLOW DR,75229.0,TX,DALLAS
1007,2019-06-13,232170,1958-01-01,1970-01-01 00:00:00.000002002,485.0,1.0,3.0,1.0,4901 HORNSBY PL,75204.0,TX,DALLAS
1008,2019-06-20,353080,1958-01-01,1970-01-01 00:00:00.000002002,479.0,1.0,3.0,1.0,1901 KESSLER HEIGHTS LN,75208.0,TX,DALLAS
1009,2019-07-21,279800,1958-01-01,1970-01-01 00:00:00.000002002,357.0,1.0,3.0,1.0,500 ELWAYNE AVE,75217.0,TX,DALLAS
1010,2019-07-20,417820,1957-01-01,1970-01-01 00:00:00.000002002,415.0,1.0,3.0,1.0,7200 BARRETT DR,75217.0,TX,DALLAS
1011,2019-06-21,443060,1957-01-01,1970-01-01 00:00:00.000002002,701.0,1.0,3.0,2.0,11100 ABLES LN,75229.0,TX,DALLAS
1012,2019-06-19,364680,1957-01-01,1970-01-01 00:00:00.000002002,643.0,1.0,4.0,2.0,2500 MARKET CENTER BLVD,75207.0,TX,DALLAS
1013,2019-07-31,293240,1957-01-01,1970-01-01 00:00:00.000002002,500.0,1.0,3.0,2.0,12510 RENOIR LN,75230.0,TX,DALLAS
1014,2019-08-01,261690,1956-01-01,1970-01-01 00:00:00.000002002,579.0,1.0,3.0,2.0,7233 LANE PARK DR,75225.0,TX,DALLAS
1015,2019-07-26,420830,1956-01-01,1970-01-01 00:00:00.000002002,506.0,1.0,4.0,2.0,1200 WATERSIDE CIR,75218.0,TX,DALLAS
1016,2019-08-05,1310150,1956-01-01,1970-01-01 00:00:00.000002002,835.0,1.0,4.0,3.0,4900 HAZELHURST LN,75227.0,TX,DALLAS
1017,2019-07-29,443110,1956-01-01,1970-01-01 00:00:00.000002002,658.0,1.0,3.0,2.0,2801 NAGLE ST,75220.0,TX,DALLAS
1018,2019-06-10,212960,1955-01-01,1970-01-01 00:00:00.000002002,677.0,1.0,5.0,2.0,701 CLIFF ST,75203.0,TX,DALLAS
1019,2019-07-29,570,1955-01-01,1970-01-01 00:00:00.000002002,457.0,1.0,3.0,3.0,10000 SURREY OAKS DR,75229.0,TX,DALLAS
1020,2019-06-20,251280,1955-01-01,1970-01-01 00:00:00.000002002,436.0,1.0,3.0,1.0,1800 WOOD LEDGE PL,75208.0,TX,DALLAS
1021,2019-07-10,427580,1955-01-01,1970-01-01 00:00:00.000002002,762.0,2.0,4.0,3.0,4300 ELECTRA ST,75215.0,TX,DALLAS
1022,2019-07-29,212500,1955-01-01,1970-01-01 00:00:00.000002002,344.0,1.0,2.0,1.0,9401 LAKEFIELD BLVD,75220.0,TX,DALLAS
1023,2019-08-13,568300,1954-01-01,1970-01-01 00:00:00.000002002,887.0,1.0,4.0,2.0,1500 GAILBROOK LN,75228.0,TX,DALLAS
1024,2019-06-12,102600,1954-01-01,1970-01-01 00:00:00.000002002,329.0,1.0,2.0,1.0,2421 HUGO ST,75204.0,TX,DALLAS
1025,2019-08-14,395280,1943-01-01,1970-01-01 00:00:00.000002002,320.0,1.0,2.0,1.0,8001 EMERALD ROCK DR,75228.0,TX,DALLAS
1026,2019-07-21,221540,1943-01-01,1970-01-01 00:00:00.000002002,451.0,1.0,3.0,2.0,100 MURDEAUX LN,75217.0,TX,DALLAS
1027,2019-07-28,402760,1941-01-01,1970-01-01 00:00:00.000002002,539.0,1.0,3.0,2.0,3501 KALTERRA CT,75219.0,TX,DALLAS
1028,2019-06-11,316980,1940-01-01,1970-01-01 00:00:00.000002002,524.0,1.0,3.0,1.0,201 LANDIS ST,75203.0,TX,DALLAS
1029,2019-07-02,677180,1940-01-01,1970-01-01 00:00:00.000002002,826.0,2.0,3.0,3.0,4501 BRIARGLEN CIR,75211.0,TX,DALLAS
1030,2019-07-07,636500,1939-01-01,1970-01-01 00:00:00.000002002,625.0,1.0,3.0,3.0,6500 PRINCE ST,75214.0,TX,DALLAS
1031,2019-07-08,282520,1938-01-01,1970-01-01 00:00:00.000002002,475.0,1.0,2.0,2.0,6900 WILDGROVE AVE,75214.0,TX,DALLAS
1032,2019-07-03,700400,1928-01-01,1970-01-01 00:00:00.000002002,747.0,2.0,2.0,2.0,4000 FINIS LN,75212.0,TX,DALLAS
1033,2019-08-05,257210,1922-01-01,1970-01-01 00:00:00.000002002,424.0,1.0,2.0,1.0,7000 TURFWAY DR,75227.0,TX,DALLAS
1034,2019-08-05,441710,1921-01-01,1970-01-01 00:00:00.000002002,427.0,1.0,2.0,2.0,8311 EASTPOINT DR,75227.0,TX,DALLAS
1035,2019-07-09,176050,1921-01-01,1970-01-01 00:00:00.000002002,259.0,1.0,2.0,1.0,1800 MILLERS FERRY ROW,75215.0,TX,DALLAS
1036,2019-06-25,701400,1920-01-01,1970-01-01 00:00:00.000002002,533.0,2.0,4.0,1.0,5300 LAUREL BRANCH DR,75209.0,TX,DALLAS
1037,2019-07-16,527930,1920-01-01,1970-01-01 00:00:00.000002002,555.0,1.0,2.0,2.0,1300 TEMPLECLIFF DR,75217.0,TX,DALLAS
1038,2019-07-04,309470,1919-01-01,1970-01-01 00:00:00.000002002,308.0,1.0,2.0,1.0,10553 MARQUIS LN,75229.0,TX,DALLAS
1039,2019-07-21,828160,1919-01-01,1970-01-01 00:00:00.000002002,649.0,2.0,4.0,2.0,500 OLD SOUTH PKWY,75217.0,TX,DALLAS
1040,2019-06-13,933130,1914-01-01,1970-01-01 00:00:00.000002002,835.0,2.0,3.0,3.0,4900 KILROY DR,75204.0,TX,DALLAS
1041,2019-07-22,810820,1991-01-01,1970-01-01 00:00:00.000002001,844.0,2.0,3.0,3.0,9600 CUSHING DR,75217.0,TX,DALLAS
1042,2019-07-02,501550,1991-01-01,1970-01-01 00:00:00.000002001,576.0,2.0,3.0,2.0,4500 WESTERN OAKS DR,75211.0,TX,DALLAS
1043,2019-07-08,435120,1991-01-01,1970-01-01 00:00:00.000002001,719.0,1.0,3.0,2.0,6400 GLENROSE CT,75214.0,TX,DALLAS
1044,2019-06-10,562040,1990-01-01,1970-01-01 00:00:00.000002001,616.0,2.0,3.0,3.0,2203 COUNTRY MARKET LN,75201.0,TX,DALLAS
1045,2019-07-07,307770,1990-01-01,1970-01-01 00:00:00.000002001,411.0,2.0,2.0,2.0,6400 PATRICK DR,75214.0,TX,DALLAS
1046,2019-07-14,386200,1990-01-01,1970-01-01 00:00:00.000002001,427.0,1.0,3.0,2.0,2801 FRIO DR,75216.0,TX,DALLAS
1047,2019-06-24,812400,1990-01-01,1970-01-01 00:00:00.000002001,1109.0,2.0,4.0,3.0,8400 CATAWBA RD,75209.0,TX,DALLAS
1048,2019-07-08,656670,1990-01-01,1970-01-01 00:00:00.000002001,905.0,2.0,4.0,3.0,2000 MODERN PL,75214.0,TX,DALLAS
1049,2019-06-17,413480,1990-01-01,1970-01-01 00:00:00.000002001,744.0,2.0,3.0,2.0,2801 DYER ST,75205.0,TX,DALLAS
1050,2019-07-02,276380,1990-01-01,1970-01-01 00:00:00.000002001,558.0,1.0,3.0,2.0,2500 WOOD VALLEY DR,75211.0,TX,DALLAS
1051,2019-07-29,291760,1989-01-01,1970-01-01 00:00:00.000002001,625.0,2.0,3.0,3.0,4016 WELLINGSHIRE LN,75220.0,TX,DALLAS
1052,2019-07-04,531770,1989-01-01,1970-01-01 00:00:00.000002001,622.0,2.0,3.0,3.0,6400 FISHER RD,75214.0,TX,DALLAS
1053,2019-07-14,287400,1989-01-01,1970-01-01 00:00:00.000002001,549.0,2.0,3.0,2.0,2901 BARDWELL AVE,75216.0,TX,DALLAS
1054,2019-07-17,531860,1989-01-01,1970-01-01 00:00:00.000002001,668.0,2.0,3.0,3.0,10800 EASTHAM DR,75217.0,TX,DALLAS
1055,2019-06-26,369620,1989-01-01,1970-01-01 00:00:00.000002001,719.0,2.0,3.0,3.0,3910 POLLY ST,75210.0,TX,DALLAS
1056,2019-06-13,277250,1989-01-01,1970-01-01 00:00:00.000002001,616.0,2.0,3.0,2.0,3800 VALLEY LAWN PL,75229.0,TX,DALLAS
1057,2019-07-15,814390,1989-01-01,1970-01-01 00:00:00.000002001,1195.0,1.0,4.0,3.0,3100 CHAPEL DOWNS DR,75229.0,TX,DALLAS
1058,2019-06-11,606680,1989-01-01,1970-01-01 00:00:00.000002001,671.0,2.0,4.0,3.0,2301 11TH ST,75203.0,TX,DALLAS
1059,2019-07-31,911860,1989-01-01,1970-01-01 00:00:00.000002001,1274.0,2.0,4.0,4.0,2601 GARAPAN DR,75224.0,TX,DALLAS
1060,2019-07-16,573710,1989-01-01,1970-01-01 00:00:00.000002001,811.0,2.0,3.0,3.0,7300 BURNET CT,75217.0,TX,DALLAS
1061,2019-07-31,531590,1988-01-01,1970-01-01 00:00:00.000002001,777.0,3.0,3.0,2.0,301 NIMITZ DR,75224.0,TX,DALLAS
1062,2019-08-13,580970,1988-01-01,1970-01-01 00:00:00.000002001,631.0,1.0,3.0,2.0,2701 TODVILLE PL,75228.0,TX,DALLAS
1063,2019-07-21,353930,1988-01-01,1970-01-01 00:00:00.000002001,607.0,2.0,4.0,2.0,7500 HAZEL RD,75217.0,TX,DALLAS
1064,2019-07-21,531910,1988-01-01,1970-01-01 00:00:00.000002001,671.0,2.0,4.0,3.0,6801 HODDE ST,75217.0,TX,DALLAS
1065,2019-06-13,350700,1988-01-01,1970-01-01 00:00:00.000002001,506.0,1.0,3.0,2.0,4800 CHAMBERS ST,75204.0,TX,DALLAS
1066,2019-07-27,877500,1988-01-01,1970-01-01 00:00:00.000002001,1152.0,2.0,4.0,4.0,7900 GLADE CREEK CT,75218.0,TX,DALLAS
1067,2019-07-08,601960,1988-01-01,1970-01-01 00:00:00.000002001,872.0,2.0,4.0,3.0,1901 LA CROIX PL,75214.0,TX,DALLAS
1068,2019-07-21,567000,1987-01-01,1970-01-01 00:00:00.000002001,695.0,2.0,4.0,2.0,900 PINDAR AVE,75217.0,TX,DALLAS
1069,2019-06-14,403990,1987-01-01,1970-01-01 00:00:00.000002001,835.0,2.0,4.0,3.0,1600 JENSEN CT,75204.0,TX,DALLAS
1070,2019-06-23,353580,1987-01-01,1970-01-01 00:00:00.000002001,503.0,1.0,3.0,2.0,2300 WADDY AVE,75208.0,TX,DALLAS
1071,2019-08-06,300870,1987-01-01,1970-01-01 00:00:00.000002001,655.0,1.0,3.0,3.0,3000 ETTA DR,75227.0,TX,DALLAS
1072,2019-06-12,535190,1987-01-01,1970-01-01 00:00:00.000002001,890.0,2.0,3.0,2.0,2801 MCGOWAN ST,75203.0,TX,DALLAS
1073,2019-06-28,258600,1987-01-01,1970-01-01 00:00:00.000002001,536.0,1.0,3.0,2.0,3757 FALLS BLUFF DR,75211.0,TX,DALLAS
1074,2019-07-04,408360,1987-01-01,1970-01-01 00:00:00.000002001,415.0,1.0,3.0,2.0,3000 CONKLIN ST,75212.0,TX,DALLAS
1075,2019-06-07,238030,1987-01-01,1970-01-01 00:00:00.000002001,741.0,2.0,4.0,3.0,2900 LATHAM DR,75229.0,TX,DALLAS
1076,2019-06-07,261370,1987-01-01,1970-01-01 00:00:00.000002001,472.0,1.0,3.0,2.0,2100 MCKINNEY AVE,75201.0,TX,DALLAS
1077,2019-08-06,674590,1986-01-01,1970-01-01 00:00:00.000002001,625.0,2.0,4.0,3.0,1 COVENTRY CT,75230.0,TX,DALLAS
1078,2019-07-28,727350,1986-01-01,1970-01-01 00:00:00.000002001,1064.0,2.0,4.0,3.0,10701 COMPOSITE DR,75220.0,TX,DALLAS
1079,2019-08-01,678570,1986-01-01,1970-01-01 00:00:00.000002001,817.0,2.0,4.0,3.0,12501 MATISSE LN,75230.0,TX,DALLAS
1080,2019-07-10,750850,1986-01-01,1970-01-01 00:00:00.000002001,853.0,2.0,3.0,3.0,5401 HODGE ST,75215.0,TX,DALLAS
1081,2019-07-22,258220,1986-01-01,1970-01-01 00:00:00.000002001,552.0,1.0,3.0,2.0,329 OLD MILL LN,75217.0,TX,DALLAS
1082,2019-07-08,770320,1985-01-01,1970-01-01 00:00:00.000002001,777.0,2.0,3.0,3.0,6001 REIGER AVE,75214.0,TX,DALLAS
1083,2019-07-28,662850,1985-01-01,1970-01-01 00:00:00.000002001,634.0,3.0,3.0,3.0,9900 STRAIT LN,75220.0,TX,DALLAS
1084,2019-06-28,445820,1985-01-01,1970-01-01 00:00:00.000002001,539.0,1.0,3.0,2.0,2700 CATHERINE ST,75211.0,TX,DALLAS
1085,2019-06-10,411240,1981-01-01,1970-01-01 00:00:00.000002001,573.0,1.0,3.0,2.0,5001 DORIERED ST,75201.0,TX,DALLAS
1086,2019-07-04,267620,1981-01-01,1970-01-01 00:00:00.000002001,622.0,1.0,4.0,2.0,3001 CLYMER ST,75212.0,TX,DALLAS
1087,2019-07-16,537570,1981-01-01,1970-01-01 00:00:00.000002001,808.0,2.0,5.0,2.0,1700 DORFSPRING ST,75217.0,TX,DALLAS
1088,2019-07-03,125610,1981-01-01,1970-01-01 00:00:00.000002001,445.0,1.0,3.0,1.0,3701 CRANE ST,75212.0,TX,DALLAS
1089,2019-06-07,336820,1980-01-01,1970-01-01 00:00:00.000002001,555.0,1.0,3.0,2.0,2100 FLORA ST,75201.0,TX,DALLAS
1090,2019-08-14,625750,1979-01-01,1970-01-01 00:00:00.000002001,988.0,1.0,3.0,2.0,2100 CINDY LN,75229.0,TX,DALLAS
1091,2019-08-13,903450,1979-01-01,1970-01-01 00:00:00.000002001,1027.0,2.0,3.0,3.0,1601 MARIPOSA DR,75228.0,TX,DALLAS
1092,2019-08-13,1118250,1979-01-01,1970-01-01 00:00:00.000002001,1030.0,1.0,4.0,3.0,8930 BELROSE PL,75228.0,TX,DALLAS
1093,2019-06-21,205460,1979-01-01,1970-01-01 00:00:00.000002001,588.0,1.0,5.0,2.0,600 STRONG ST,75208.0,TX,DALLAS
1094,2019-07-14,348660,1978-01-01,1970-01-01 00:00:00.000002001,411.0,1.0,3.0,2.0,7900 SAIPAN ST,75216.0,TX,DALLAS
1095,2019-07-25,832630,1977-01-01,1970-01-01 00:00:00.000002001,878.0,2.0,5.0,2.0,1119 BALLY MOTE DR,75218.0,TX,DALLAS
1096,2019-07-21,1713710,1977-01-01,1970-01-01 00:00:00.000002001,954.0,3.0,3.0,3.0,6300 BELLBROOK DR,75217.0,TX,DALLAS
1097,2019-06-26,321780,1977-01-01,1970-01-01 00:00:00.000002001,643.0,1.0,4.0,2.0,4300 DFW TPKE,75211.0,TX,DALLAS
1098,2019-08-06,3800840,1977-01-01,1970-01-01 00:00:00.000002001,2198.0,1.0,5.0,6.0,3900 WARRINGTON DR,75227.0,TX,DALLAS
1099,2019-07-28,480480,1977-01-01,1970-01-01 00:00:00.000002001,713.0,2.0,3.0,2.0,3600 BELVEDERE CT,75219.0,TX,DALLAS
1100,2019-06-24,298530,1977-01-01,1970-01-01 00:00:00.000002001,704.0,1.0,3.0,3.0,4501 POMONA RD,75209.0,TX,DALLAS
1101,2019-07-06,662770,1976-01-01,1970-01-01 00:00:00.000002001,924.0,2.0,4.0,2.0,7100 CIRCLE DR,75214.0,TX,DALLAS
1102,2019-07-07,251570,1976-01-01,1970-01-01 00:00:00.000002001,631.0,1.0,4.0,2.0,6100 SARATOGA CIR,75214.0,TX,DALLAS
1103,2019-07-07,492310,1976-01-01,1970-01-01 00:00:00.000002001,896.0,1.0,3.0,2.0,6800 REDSTART LN,75214.0,TX,DALLAS
1104,2019-08-05,767490,1967-01-01,1970-01-01 00:00:00.000002001,942.0,1.0,5.0,3.0,6900 ALLVIEW LN,75227.0,TX,DALLAS
1105,2019-08-13,370150,1966-01-01,1970-01-01 00:00:00.000002001,658.0,1.0,4.0,2.0,9401 CREEL CREEK CIR,75228.0,TX,DALLAS
1106,2019-08-07,170690,1965-01-01,1970-01-01 00:00:00.000002001,378.0,2.0,2.0,1.0,1 BRAEMORE PL,75230.0,TX,DALLAS
1107,2019-07-25,684960,1964-01-01,1970-01-01 00:00:00.000002001,1049.0,1.0,5.0,3.0,900 RUSTIC CIR,75218.0,TX,DALLAS
1108,2019-07-03,279310,1964-01-01,1970-01-01 00:00:00.000002001,463.0,1.0,4.0,1.0,2300 CHINKAPIN WAY,75212.0,TX,DALLAS
1109,2019-06-25,293420,1963-01-01,1970-01-01 00:00:00.000002001,527.0,1.0,3.0,2.0,2300 GLENDA LN,75229.0,TX,DALLAS
1110,2019-06-17,644180,1963-01-01,1970-01-01 00:00:00.000002001,826.0,1.0,4.0,3.0,4201 GLENAIRE DR,75229.0,TX,DALLAS
1111,2019-07-04,460160,1960-01-01,1970-01-01 00:00:00.000002001,1015.0,1.0,5.0,3.0,2000 POSTAL WAY,75212.0,TX,DALLAS
1112,2019-07-28,353320,1960-01-01,1970-01-01 00:00:00.000002001,552.0,2.0,3.0,2.0,4100 MAISON RDG,75219.0,TX,DALLAS
1113,2019-07-29,362690,1959-01-01,1970-01-01 00:00:00.000002001,485.0,1.0,3.0,2.0,9900 JAMESON DR,75220.0,TX,DALLAS
1114,2019-08-06,617130,1959-01-01,1970-01-01 00:00:00.000002001,564.0,1.0,4.0,2.0,8100 ELAINE DR,75227.0,TX,DALLAS
1115,2019-07-04,268180,1959-01-01,1970-01-01 00:00:00.000002001,524.0,1.0,3.0,2.0,2601 CAROLWOOD LN,75212.0,TX,DALLAS
1116,2019-07-10,272600,1958-01-01,1970-01-01 00:00:00.000002001,616.0,1.0,3.0,2.0,2301 KEELER ST,75215.0,TX,DALLAS
1117,2019-08-14,1250910,1957-01-01,1970-01-01 00:00:00.000002001,954.0,1.0,4.0,3.0,5800 CANTERVIEW CIR,75228.0,TX,DALLAS
1118,2019-07-17,225610,1957-01-01,1970-01-01 00:00:00.000002001,326.0,1.0,2.0,1.0,10300 SPRINGHAVEN DR,75217.0,TX,DALLAS
1119,2019-07-17,466350,1955-01-01,1970-01-01 00:00:00.000002001,613.0,2.0,5.0,2.0,9400 LIMESTONE DR,75217.0,TX,DALLAS
1120,2019-07-31,415730,1955-01-01,1970-01-01 00:00:00.000002001,381.0,1.0,3.0,1.0,1101 EDWARDS CIR,75224.0,TX,DALLAS
1121,2019-06-25,675410,1954-01-01,1970-01-01 00:00:00.000002001,875.0,1.0,4.0,3.0,5401 GREENBRIER DR,75209.0,TX,DALLAS
1122,2019-07-02,969360,1953-01-01,1970-01-01 00:00:00.000002001,1061.0,2.0,3.0,4.0,4500 BRIDGEWATER LN,75211.0,TX,DALLAS
1123,2019-07-04,460280,1953-01-01,1970-01-01 00:00:00.000002001,826.0,1.0,3.0,2.0,6400 RIDGEMONT DR,75214.0,TX,DALLAS
1124,2019-06-21,327100,1953-01-01,1970-01-01 00:00:00.000002001,418.0,1.0,3.0,1.0,11200 LEACHMAN CIR,75229.0,TX,DALLAS
1125,2019-08-07,661630,1952-01-01,1970-01-01 00:00:00.000002001,674.0,1.0,4.0,2.0,2500 FONVILLE DR,75227.0,TX,DALLAS
1126,2019-06-25,486670,1951-01-01,1970-01-01 00:00:00.000002001,515.0,1.0,2.0,2.0,6800 MABEL AVE,75209.0,TX,DALLAS
1127,2019-07-30,268070,1951-01-01,1970-01-01 00:00:00.000002001,369.0,1.0,3.0,2.0,619 HILL AVE,75223.0,TX,DALLAS
1128,2019-06-18,576660,1950-01-01,1970-01-01 00:00:00.000002001,552.0,1.0,3.0,2.0,6550 SHADY BROOK LN,75206.0,TX,DALLAS
1129,2019-06-07,790100,1949-01-01,1970-01-01 00:00:00.000002001,832.0,1.0,3.0,3.0,2701 FLYNN ST,75201.0,TX,DALLAS
1130,2019-06-28,531730,1949-01-01,1970-01-01 00:00:00.000002001,625.0,1.0,4.0,2.0,2700 ASTER ST,75211.0,TX,DALLAS
1131,2019-06-28,607190,1949-01-01,1970-01-01 00:00:00.000002001,439.0,1.0,3.0,1.0,4000 PENROD AVE,75211.0,TX,DALLAS
